"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.6
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",3.6
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.7
"New Haven County","09009","2007-2011","All","Total","Number","Employment",424782
"New Haven County","09009","2007-2011","All","Total","Number","Margins of Error",2630
"New Haven County","09009","2007-2011","All","Self-Employed, Incorporated","Percent","Employment",3
"New Haven County","09009","2007-2011","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"New Haven County","09009","2007-2011","All","Self-Employed, Not Incorporated","Percent","Employment",5.7
"New Haven County","09009","2007-2011","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.2
"New Haven County","09009","2007-2011","All","Government","Percent","Employment",13.4
"New Haven County","09009","2007-2011","All","Government","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","All","Private, Profit","Percent","Employment",65.2
"New Haven County","09009","2007-2011","All","Private, Profit","Percent","Margins of Error",0.5
"New Haven County","09009","2007-2011","All","Private, Not-for-profit","Percent","Employment",12.7
"New Haven County","09009","2007-2011","All","Private, Not-for-profit","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Management, business, science, and arts","Total","Number","Employment",165671
"New Haven County","09009","2007-2011","Management, business, science, and arts","Total","Number","Margins of Error",2735
"New Haven County","09009","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.9
"New Haven County","09009","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.5
"New Haven County","09009","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Management, business, science, and arts","Government","Percent","Employment",19.4
"New Haven County","09009","2007-2011","Management, business, science, and arts","Government","Percent","Margins of Error",0.6
"New Haven County","09009","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Employment",51
"New Haven County","09009","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.8
"New Haven County","09009","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",20.2
"New Haven County","09009","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.7
"New Haven County","09009","2007-2011","Service","Total","Number","Employment",73233
"New Haven County","09009","2007-2011","Service","Total","Number","Margins of Error",2032
"New Haven County","09009","2007-2011","Service","Self-Employed, Incorporated","Percent","Employment",1.8
"New Haven County","09009","2007-2011","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Employment",7.2
"New Haven County","09009","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"New Haven County","09009","2007-2011","Service","Government","Percent","Employment",16.4
"New Haven County","09009","2007-2011","Service","Government","Percent","Margins of Error",1
"New Haven County","09009","2007-2011","Service","Private, Profit","Percent","Employment",62.7
"New Haven County","09009","2007-2011","Service","Private, Profit","Percent","Margins of Error",1.5
"New Haven County","09009","2007-2011","Service","Private, Not-for-profit","Percent","Employment",12
"New Haven County","09009","2007-2011","Service","Private, Not-for-profit","Percent","Margins of Error",1
"New Haven County","09009","2007-2011","Sales and office","Total","Number","Employment",105133
"New Haven County","09009","2007-2011","Sales and office","Total","Number","Margins of Error",2173
"New Haven County","09009","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.7
"New Haven County","09009","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",3.7
"New Haven County","09009","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2007-2011","Sales and office","Government","Percent","Employment",8.4
"New Haven County","09009","2007-2011","Sales and office","Government","Percent","Margins of Error",0.6
"New Haven County","09009","2007-2011","Sales and office","Private, Profit","Percent","Employment",77.3
"New Haven County","09009","2007-2011","Sales and office","Private, Profit","Percent","Margins of Error",1
"New Haven County","09009","2007-2011","Sales and office","Private, Not-for-profit","Percent","Employment",7.8
"New Haven County","09009","2007-2011","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.6
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Total","Number","Employment",32522
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1396
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.7
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.6
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Employment",6
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",1.2
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",70.2
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",2
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",4.4
"New Haven County","09009","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.8
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Total","Number","Employment",48223
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Total","Number","Margins of Error",1267
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.1
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.6
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.5
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Government","Percent","Employment",3.9
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Government","Percent","Margins of Error",0.5
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.4
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",1
"New Haven County","09009","2007-2011","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",4
